Train_ID,Route,Source,Destination,Date,Departure_Time,Passenger_Count,Seat_Capacity,Occupancy_Rate,Number_of_Coaches,Platform_Number,Delay_Minutes,Weekend,Holiday,Peak_Hour
TR495,R5,Pune,Hyderabad,2024-07-07,11:30,1114,1008,110.57,14,4,24,1,0,0
TR621,R6,Ahmedabad,Mumbai,2024-07-07,7:30,881,1224,72.04,17,2,45,1,0,0
TR206,R7,Lucknow,Delhi,2024-07-07,10:30,653,1008,64.86,14,3,31,1,0,0
TR543,R8,Bangalore,Chennai,2024-07-07,11:30,634,792,80.08,11,5,45,1,0,0
TR391,R9,Patna,Kolkata,2024-07-07,17:00,855,792,108.0,11,3,41,1,0,1
TR852,R10,Nagpur,Mumbai,2024-07-07,8:00,874,720,121.45,10,5,15,1,0,0
TR857,R1,Hyderabad,Bangalore,2024-07-08,21:30,1248,1008,123.81,14,1,20,0,0,1
TR176,R2,Mumbai,Delhi,2024-07-08,6:00,804,864,93.06,12,2,5,0,0,0
TR101,R3,Chennai,Kolkata,2024-07-08,20:30,762,1152,66.15,16,5,34,0,0,1
TR996,R4,Delhi,Jaipur,2024-07-08,21:30,754,1080,69.9,15,5,40,0,0,1
TR766,R5,Pune,Hyderabad,2024-07-08,11:30,742,1152,64.45,16,5,41,0,0,0
TR416,R6,Ahmedabad,Mumbai,2024-07-08,18:00,546,1224,44.63,17,5,22,0,0,0
TR909,R7,Lucknow,Delhi,2024-07-08,22:30,1068,720,148.33,10,4,21,0,0,1
TR473,R8,Bangalore,Chennai,2024-07-08,13:30,831,1008,82.45,14,4,46,0,0,0
TR879,R9,Patna,Kolkata,2024-07-08,13:00,668,1224,54.6,17,3,12,0,0,1
TR288,R10,Nagpur,Mumbai,2024-07-08,16:00,420,1152,36.5,16,5,51,0,0,0
TR265,R1,Hyderabad,Bangalore,2024-07-09,21:30,830,1008,82.38,14,4,22,0,0,1
TR556,R2,Mumbai,Delhi,2024-07-09,16:30,969,1008,96.13,14,4,39,0,0,0
TR352,R3,Chennai,Kolkata,2024-07-09,22:30,777,792,98.12,11,1,43,0,1,0
TR142,R4,Delhi,Jaipur,2024-07-09,9:00,677,1080,62.77,15,1,21,0,0,1
TR613,R5,Pune,Hyderabad,2024-07-09,20:00,860,720,119.44,10,1,29,0,0,0
TR730,R6,Ahmedabad,Mumbai,2024-07-09,8:00,543,1224,44.39,17,5,42,0,0,0
TR942,R7,Lucknow,Delhi,2024-07-09,22:30,625,1152,54.27,16,3,9,0,0,0
TR343,R8,Bangalore,Chennai,2024-07-09,11:30,867,792,109.52,11,2,35,0,0,1
TR957,R9,Patna,Kolkata,2024-07-09,6:00,742,936,79.33,13,1,41,0,0,1
TR877,R10,Nagpur,Mumbai,2024-07-09,21:00,430,1152,37.37,16,2,13,0,0,0
TR238,R1,Hyderabad,Bangalore,2024-07-10,10:00,755,1080,69.98,15,3,46,0,0,0
TR839,R2,Mumbai,Delhi,2024-07-10,9:00,789,1080,73.06,15,1,18,0,0,0
TR430,R3,Chennai,Kolkata,2024-07-10,8:30,1197,1224,97.79,17,4,27,0,0,1
TR962,R4,Delhi,Jaipur,2024-07-10,14:00,466,1008,46.26,14,2,42,0,0,0
TR594,R5,Pune,Hyderabad,2024-07-10,18:00,603,720,83.75,10,1,46,0,0,0
TR436,R6,Ahmedabad,Mumbai,2024-07-10,5:30,480,792,60.69,11,4,2,0,0,0
TR163,R7,Lucknow,Delhi,2024-07-10,12:30,774,720,107.62,10,5,41,0,0,1
TR348,R8,Bangalore,Chennai,2024-07-10,17:30,1143,1008,113.45,14,2,50,0,0,1
TR493,R9,Patna,Kolkata,2024-07-10,23:00,886,792,111.98,11,1,0,0,0,1
TR869,R10,Nagpur,Mumbai,2024-07-10,13:30,464,1152,40.36,16,4,47,0,0,0
TR535,R1,Hyderabad,Bangalore,2024-07-11,16:30,883,720,122.69,10,4,47,0,0,1
TR158,R2,Mumbai,Delhi,2024-07-11,11:00,1207,1152,104.82,16,1,28,0,0,1
TR763,R3,Chennai,Kolkata,2024-07-11,18:30,790,792,99.81,11,1,23,0,0,1
TR514,R4,Delhi,Jaipur,2024-07-11,9:00,772,1008,76.61,14,5,6,0,1,1
TR848,R5,Pune,Hyderabad,2024-07-11,13:00,1131,720,157.12,10,1,25,0,0,1
TR115,R6,Ahmedabad,Mumbai,2024-07-11,8:30,420,720,58.36,10,4,57,0,0,0
TR394,R7,Lucknow,Delhi,2024-07-11,14:00,542,720,75.3,10,2,52,0,0,0
TR182,R8,Bangalore,Chennai,2024-07-11,23:00,864,864,100.0,12,1,16,0,0,0
TR155,R9,Patna,Kolkata,2024-07-11,17:30,419,1008,41.64,14,3,58,0,0,0
TR996,R10,Nagpur,Mumbai,2024-07-11,13:30,1031,1008,102.34,14,5,14,0,0,1
TR883,R1,Hyderabad,Bangalore,2024-07-12,11:00,754,1224,61.65,17,3,42,0,0,1
TR562,R2,Mumbai,Delhi,2024-07-12,6:00,919,1224,75.11,17,4,59,0,0,0
TR542,R3,Chennai,Kolkata,2024-07-12,22:30,572,936,61.15,13,2,53,0,0,1
TR235,R4,Delhi,Jaipur,2024-07-12,12:30,584,1224,47.72,17,1,55,0,0,1
TR312,R5,Pune,Hyderabad,2024-07-12,22:00,1125,720,156.25,10,1,28,0,0,1
TR836,R6,Ahmedabad,Mumbai,2024-07-12,12:00,557,720,77.47,10,1,15,0,0,0
TR503,R7,Lucknow,Delhi,2024-07-12,11:30,824,1080,76.3,15,4,50,0,0,0
TR581,R8,Bangalore,Chennai,2024-07-12,5:30,1066,1080,98.75,15,1,6,0,0,1
TR193,R9,Patna,Kolkata,2024-07-12,10:00,811,792,102.5,11,5,18,0,0,0
TR720,R10,Nagpur,Mumbai,2024-07-12,16:30,703,864,81.42,12,4,2,0,0,0
TR436,R1,Hyderabad,Bangalore,2024-07-13,20:30,1017,1080,94.25,15,3,45,1,0,1
TR739,R2,Mumbai,Delhi,2024-07-13,8:00,820,792,103.64,11,2,39,1,0,0
TR315,R3,Chennai,Kolkata,2024-07-13,20:00,1268,792,160.16,11,5,47,1,0,1
TR297,R4,Delhi,Jaipur,2024-07-13,5:30,822,1080,76.14,15,5,7,1,0,0
TR650,R5,Pune,Hyderabad,2024-07-13,17:00,759,1152,65.92,16,1,11,1,0,1
TR786,R6,Ahmedabad,Mumbai,2024-07-13,18:30,805,936,86.1,13,4,39,1,0,0
TR768,R7,Lucknow,Delhi,2024-07-13,20:30,1321,936,141.15,13,1,27,1,0,1
TR291,R8,Bangalore,Chennai,2024-07-13,23:30,1297,1008,128.73,14,4,48,1,0,1
TR197,R9,Patna,Kolkata,2024-07-13,14:00,793,1008,78.74,14,1,1,1,0,1
TR675,R10,Nagpur,Mumbai,2024-07-13,11:00,503,1152,43.71,16,2,53,1,0,0
TR130,R1,Hyderabad,Bangalore,2024-07-14,11:30,653,864,75.65,12,1,28,1,0,0
TR374,R2,Mumbai,Delhi,2024-07-14,9:30,1139,864,131.88,12,5,28,1,0,0
TR847,R3,Chennai,Kolkata,2024-07-14,21:00,1062,1080,98.4,15,5,2,1,0,0
TR472,R4,Delhi,Jaipur,2024-07-14,22:00,998,864,115.54,12,2,39,1,0,1
TR526,R5,Pune,Hyderabad,2024-07-14,11:30,864,864,100.04,12,2,3,1,0,1
TR166,R6,Ahmedabad,Mumbai,2024-07-14,5:00,570,864,65.98,12,2,51,1,0,0
TR359,R7,Lucknow,Delhi,2024-07-14,12:30,937,864,108.54,12,1,30,1,0,1
TR943,R8,Bangalore,Chennai,2024-07-14,19:00,801,1080,74.25,15,3,26,1,0,0
TR893,R9,Patna,Kolkata,2024-07-14,11:30,836,1080,77.49,15,2,1,1,0,0
TR537,R10,Nagpur,Mumbai,2024-07-14,13:30,742,720,103.16,10,3,48,1,0,0
TR101,R1,Hyderabad,Bangalore,2024-07-15,15:30,1213,936,129.69,13,1,30,0,0,1
TR387,R2,Mumbai,Delhi,2024-07-15,23:00,1208,1152,104.88,16,2,55,0,0,1
TR737,R3,Chennai,Kolkata,2024-07-15,18:30,536,936,57.31,13,3,24,0,0,0
TR863,R4,Delhi,Jaipur,2024-07-15,22:30,735,792,92.88,11,3,8,0,0,1
TR122,R5,Pune,Hyderabad,2024-07-15,21:30,891,1224,72.81,17,3,36,0,0,0
TR163,R6,Ahmedabad,Mumbai,2024-07-15,14:00,1030,1224,84.21,17,1,38,0,0,1
TR713,R7,Lucknow,Delhi,2024-07-15,15:00,770,720,106.95,10,2,51,0,0,0
TR544,R8,Bangalore,Chennai,2024-07-15,5:00,1017,864,117.81,12,4,36,0,0,0
TR539,R9,Patna,Kolkata,2024-07-15,21:00,585,1008,58.04,14,3,43,0,0,0
TR976,R10,Nagpur,Mumbai,2024-07-15,9:00,480,936,51.38,13,4,6,0,0,0
TR145,R1,Hyderabad,Bangalore,2024-07-16,13:30,1079,1080,99.91,15,3,27,0,0,1
TR305,R2,Mumbai,Delhi,2024-07-16,7:30,1198,1152,104.04,16,1,22,0,0,0
TR408,R3,Chennai,Kolkata,2024-07-16,21:00,943,1224,77.06,17,2,20,0,0,0
TR919,R4,Delhi,Jaipur,2024-07-16,8:30,819,792,103.47,11,5,35,0,0,0
TR781,R5,Pune,Hyderabad,2024-07-16,6:00,805,1080,74.54,15,3,21,0,0,0
TR239,R6,Ahmedabad,Mumbai,2024-07-16,7:30,756,1008,75.06,14,5,41,0,0,0
TR217,R7,Lucknow,Delhi,2024-07-16,23:00,801,1080,74.22,15,1,10,0,0,0
TR503,R8,Bangalore,Chennai,2024-07-16,11:30,700,1224,57.22,17,4,7,0,0,1
TR970,R9,Patna,Kolkata,2024-07-16,12:00,453,1224,37.04,17,4,56,0,0,0
TR481,R10,Nagpur,Mumbai,2024-07-16,8:00,751,792,94.86,11,4,58,0,0,1
TR534,R1,Hyderabad,Bangalore,2024-07-17,23:00,640,936,68.47,13,4,29,0,0,0
TR516,R2,Mumbai,Delhi,2024-07-17,23:30,906,864,104.88,12,4,43,0,0,1
TR526,R3,Chennai,Kolkata,2024-07-17,13:00,909,720,126.25,10,5,15,0,0,1
TR149,R4,Delhi,Jaipur,2024-07-17,13:30,848,792,107.12,11,2,1,0,0,1
TR788,R5,Pune,Hyderabad,2024-07-17,20:00,1117,792,141.16,11,3,50,0,0,1
TR251,R6,Ahmedabad,Mumbai,2024-07-17,8:30,974,1080,90.24,15,5,17,0,0,1
TR303,R7,Lucknow,Delhi,2024-07-17,18:00,672,1224,54.97,17,4,48,0,0,0
TR841,R8,Bangalore,Chennai,2024-07-17,9:00,622,720,86.44,10,2,37,0,0,0
TR616,R9,Patna,Kolkata,2024-07-17,22:00,701,1080,64.98,15,5,2,0,0,0
TR246,R10,Nagpur,Mumbai,2024-07-17,12:30,652,1080,60.38,15,1,0,0,0,0
TR426,R1,Hyderabad,Bangalore,2024-07-18,12:00,743,936,79.44,13,3,31,0,0,0
TR265,R2,Mumbai,Delhi,2024-07-18,6:30,1048,1008,104.06,14,1,45,0,0,0
TR633,R3,Chennai,Kolkata,2024-07-18,21:00,906,1080,83.89,15,5,6,0,0,0
TR980,R4,Delhi,Jaipur,2024-07-18,19:30,520,1008,51.62,14,3,38,0,0,0
TR767,R5,Pune,Hyderabad,2024-07-18,13:00,946,1224,77.36,17,3,3,0,0,1
TR502,R6,Ahmedabad,Mumbai,2024-07-18,14:00,701,1080,64.98,15,1,54,0,0,0
TR291,R7,Lucknow,Delhi,2024-07-18,23:30,1077,1008,106.89,14,5,57,0,1,0
TR611,R8,Bangalore,Chennai,2024-07-18,12:00,997,720,138.56,10,4,11,0,0,0
TR898,R9,Patna,Kolkata,2024-07-18,18:00,469,720,65.24,10,3,7,0,0,0
TR886,R10,Nagpur,Mumbai,2024-07-18,17:00,799,1080,74.03,15,2,21,0,1,0
TR581,R1,Hyderabad,Bangalore,2024-07-19,13:00,1267,1224,103.55,17,3,20,0,0,1
TR633,R2,Mumbai,Delhi,2024-07-19,19:00,843,1008,83.63,14,5,14,0,0,0
TR692,R3,Chennai,Kolkata,2024-07-19,7:00,772,1080,71.5,15,3,55,0,0,0
TR305,R4,Delhi,Jaipur,2024-07-19,19:00,571,1080,52.89,15,3,47,0,0,0
TR771,R5,Pune,Hyderabad,2024-07-19,16:00,866,1080,80.21,15,1,55,0,0,1
TR563,R6,Ahmedabad,Mumbai,2024-07-19,8:30,606,1224,49.55,17,1,55,0,0,0
TR811,R7,Lucknow,Delhi,2024-07-19,21:30,784,1152,68.12,16,2,28,0,0,0
TR320,R8,Bangalore,Chennai,2024-07-19,12:00,679,1080,62.88,15,1,12,0,0,0
TR269,R9,Patna,Kolkata,2024-07-19,10:30,903,864,104.56,12,3,7,0,0,1
TR327,R10,Nagpur,Mumbai,2024-07-19,15:00,610,1224,49.84,17,1,37,0,0,0
TR134,R1,Hyderabad,Bangalore,2024-07-20,20:30,664,936,71.0,13,2,19,1,0,0
TR253,R2,Mumbai,Delhi,2024-07-20,19:30,1256,864,145.42,12,5,30,1,0,0
TR807,R3,Chennai,Kolkata,2024-07-20,8:30,662,864,76.67,12,4,9,1,0,0
TR868,R4,Delhi,Jaipur,2024-07-20,21:00,1008,864,116.72,12,2,26,1,0,0
TR175,R5,Pune,Hyderabad,2024-07-20,23:30,1406,1224,114.89,17,4,14,1,0,1
TR518,R6,Ahmedabad,Mumbai,2024-07-20,9:30,1124,720,156.21,10,3,12,1,0,1
TR620,R7,Lucknow,Delhi,2024-07-20,15:00,894,864,103.5,12,4,51,1,0,0
TR910,R8,Bangalore,Chennai,2024-07-20,9:30,1186,864,137.34,12,3,20,1,0,1
TR466,R9,Patna,Kolkata,2024-07-20,5:30,1043,864,120.83,12,5,52,1,0,1
TR242,R10,Nagpur,Mumbai,2024-07-20,21:00,611,1152,53.05,16,3,37,1,0,0
TR643,R1,Hyderabad,Bangalore,2024-07-21,22:30,972,1224,79.44,17,3,48,1,1,0
TR552,R2,Mumbai,Delhi,2024-07-21,10:30,1359,1152,117.97,16,1,31,1,0,0
TR692,R3,Chennai,Kolkata,2024-07-21,10:00,785,792,99.16,11,3,42,1,0,0
TR552,R4,Delhi,Jaipur,2024-07-21,10:30,995,1224,81.31,17,5,2,1,0,0
TR692,R5,Pune,Hyderabad,2024-07-21,9:00,893,1008,88.69,14,5,20,1,0,0
TR149,R6,Ahmedabad,Mumbai,2024-07-21,13:00,926,720,128.66,10,3,18,1,0,1
TR185,R7,Lucknow,Delhi,2024-07-21,18:00,840,1152,72.97,16,3,28,1,0,1
TR308,R8,Bangalore,Chennai,2024-07-21,17:00,761,792,96.19,11,2,42,1,0,1
TR722,R9,Patna,Kolkata,2024-07-21,6:30,758,720,105.36,10,2,42,1,1,0
TR326,R10,Nagpur,Mumbai,2024-07-21,19:00,765,864,88.59,12,1,47,1,0,0
TR661,R1,Hyderabad,Bangalore,2024-07-22,10:00,964,864,111.64,12,5,23,0,0,0
TR753,R2,Mumbai,Delhi,2024-07-22,20:30,954,1152,82.85,16,1,33,0,0,1
TR521,R3,Chennai,Kolkata,2024-07-22,19:30,640,1152,55.6,16,5,4,0,0,1
TR110,R4,Delhi,Jaipur,2024-07-22,14:00,785,864,90.9,12,1,4,0,0,0
TR614,R5,Pune,Hyderabad,2024-07-22,17:00,685,792,86.49,11,3,11,0,0,0
TR960,R6,Ahmedabad,Mumbai,2024-07-22,7:30,1018,720,141.41,10,5,53,0,0,1
TR747,R7,Lucknow,Delhi,2024-07-22,16:30,853,1080,79.03,15,5,19,0,0,1
TR946,R8,Bangalore,Chennai,2024-07-22,16:30,696,1224,56.94,17,4,10,0,0,1
TR357,R9,Patna,Kolkata,2024-07-22,11:00,873,864,101.09,12,4,17,0,0,0
TR228,R10,Nagpur,Mumbai,2024-07-22,6:30,429,792,54.17,11,2,53,0,0,0
TR723,R1,Hyderabad,Bangalore,2024-07-23,7:30,1259,864,145.76,12,1,22,0,0,1
TR555,R2,Mumbai,Delhi,2024-07-23,8:00,912,1008,90.54,14,1,43,0,0,0
TR315,R3,Chennai,Kolkata,2024-07-23,21:30,890,864,103.06,12,4,40,0,0,0
TR339,R4,Delhi,Jaipur,2024-07-23,11:30,1104,1080,102.3,15,1,40,0,1,0
TR578,R5,Pune,Hyderabad,2024-07-23,18:00,1153,1224,94.21,17,2,0,0,0,1
TR670,R6,Ahmedabad,Mumbai,2024-07-23,10:00,834,720,115.96,10,1,3,0,0,0
TR477,R7,Lucknow,Delhi,2024-07-23,9:00,813,936,86.86,13,1,39,0,0,1
TR390,R8,Bangalore,Chennai,2024-07-23,16:30,930,1152,80.82,16,5,49,0,0,1
TR368,R9,Patna,Kolkata,2024-07-23,19:00,902,1080,83.6,15,4,28,0,1,0
TR255,R10,Nagpur,Mumbai,2024-07-23,14:00,511,936,54.62,13,1,49,0,0,0
TR150,R1,Hyderabad,Bangalore,2024-07-24,8:30,664,1152,57.66,16,5,32,0,0,0
TR494,R2,Mumbai,Delhi,2024-07-24,10:00,772,1152,67.09,16,5,42,0,0,1
TR729,R3,Chennai,Kolkata,2024-07-24,18:30,1000,1080,92.64,15,1,39,0,0,1
TR922,R4,Delhi,Jaipur,2024-07-24,6:00,576,1080,53.34,15,1,29,0,0,1
TR673,R5,Pune,Hyderabad,2024-07-24,19:00,828,1224,67.66,17,4,27,0,0,1
TR732,R6,Ahmedabad,Mumbai,2024-07-24,14:00,702,1008,69.74,14,2,29,0,0,1
TR816,R7,Lucknow,Delhi,2024-07-24,14:30,1081,720,150.21,10,1,36,0,0,1
TR794,R8,Bangalore,Chennai,2024-07-24,16:30,849,936,90.72,13,4,1,0,0,0
TR588,R9,Patna,Kolkata,2024-07-24,11:00,584,1224,47.74,17,4,10,0,0,1
TR662,R10,Nagpur,Mumbai,2024-07-24,19:30,1001,864,115.91,12,3,39,0,0,1
TR345,R1,Hyderabad,Bangalore,2024-07-25,17:00,713,1224,58.31,17,4,19,0,0,0
TR864,R2,Mumbai,Delhi,2024-07-25,8:30,642,792,81.06,11,4,39,0,0,0
TR951,R3,Chennai,Kolkata,2024-07-25,9:30,729,936,77.95,13,1,19,0,0,0
TR873,R4,Delhi,Jaipur,2024-07-25,6:30,537,1080,49.78,15,5,45,0,0,0
TR747,R5,Pune,Hyderabad,2024-07-25,8:30,990,1224,80.93,17,3,6,0,0,1
TR193,R6,Ahmedabad,Mumbai,2024-07-25,14:30,775,1152,67.32,16,3,58,0,1,1
TR850,R7,Lucknow,Delhi,2024-07-25,14:30,598,1152,51.94,16,2,52,0,0,0
TR324,R8,Bangalore,Chennai,2024-07-25,22:00,821,864,95.12,12,1,8,0,0,1
TR590,R9,Patna,Kolkata,2024-07-25,15:30,794,1008,78.84,14,5,19,0,0,1
TR786,R10,Nagpur,Mumbai,2024-07-25,20:00,664,1152,57.7,16,1,16,0,0,0
TR692,R1,Hyderabad,Bangalore,2024-07-26,23:30,727,720,101.08,10,2,54,0,0,0
TR207,R2,Mumbai,Delhi,2024-07-26,12:00,1243,1152,107.91,16,2,14,0,0,1
TR128,R3,Chennai,Kolkata,2024-07-26,17:30,1158,1080,107.22,15,3,29,0,0,1
TR442,R4,Delhi,Jaipur,2024-07-26,20:00,835,1152,72.51,16,1,59,0,0,1
TR211,R5,Pune,Hyderabad,2024-07-26,11:30,796,936,85.1,13,2,54,0,0,0
TR110,R6,Ahmedabad,Mumbai,2024-07-26,13:00,695,1080,64.4,15,3,41,0,0,0
TR132,R7,Lucknow,Delhi,2024-07-26,16:00,615,792,77.65,11,2,33,0,0,1
TR315,R8,Bangalore,Chennai,2024-07-26,20:00,571,792,72.1,11,4,43,0,0,0
TR358,R9,Patna,Kolkata,2024-07-26,5:30,682,936,72.88,13,5,58,0,0,0
TR417,R10,Nagpur,Mumbai,2024-07-26,19:00,471,1224,38.52,17,4,37,0,0,0
TR779,R1,Hyderabad,Bangalore,2024-07-27,16:30,1237,936,132.17,13,3,31,1,0,0
TR461,R2,Mumbai,Delhi,2024-07-27,10:00,1206,936,128.85,13,1,36,1,0,0
TR215,R3,Chennai,Kolkata,2024-07-27,13:00,1131,1080,104.8,15,2,36,1,0,0
TR883,R4,Delhi,Jaipur,2024-07-27,14:30,1146,1224,93.69,17,1,7,1,0,1
TR265,R5,Pune,Hyderabad,2024-07-27,9:00,857,1152,74.41,16,5,55,1,0,0
TR737,R6,Ahmedabad,Mumbai,2024-07-27,9:00,1309,1080,121.23,15,3,10,1,0,1
TR830,R7,Lucknow,Delhi,2024-07-27,8:30,851,1008,84.43,14,4,7,1,0,0
TR818,R8,Bangalore,Chennai,2024-07-27,17:30,1365,936,145.84,13,2,55,1,0,1
TR413,R9,Patna,Kolkata,2024-07-27,14:00,708,936,75.73,13,4,38,1,0,0
TR990,R10,Nagpur,Mumbai,2024-07-27,16:00,564,1008,56.0,14,5,35,1,0,0
TR827,R1,Hyderabad,Bangalore,2024-07-28,17:00,803,936,85.83,13,4,31,1,0,1
TR461,R2,Mumbai,Delhi,2024-07-28,8:00,900,1080,83.33,15,1,25,1,0,0
TR970,R3,Chennai,Kolkata,2024-07-28,6:00,783,792,98.92,11,2,30,1,1,0
TR889,R4,Delhi,Jaipur,2024-07-28,9:00,932,1152,80.92,16,3,23,1,0,1
TR421,R5,Pune,Hyderabad,2024-07-28,18:30,1162,1080,107.64,15,4,22,1,0,0
TR437,R6,Ahmedabad,Mumbai,2024-07-28,19:00,912,1152,79.21,16,1,30,1,0,1
TR396,R7,Lucknow,Delhi,2024-07-28,7:30,590,1080,54.67,15,5,27,1,0,0
TR215,R8,Bangalore,Chennai,2024-07-28,23:30,801,1224,65.51,17,5,4,1,0,0
TR793,R9,Patna,Kolkata,2024-07-28,10:30,877,1224,71.72,17,4,39,1,0,0
TR982,R10,Nagpur,Mumbai,2024-07-28,7:30,802,864,92.9,12,4,23,1,0,0
TR829,R1,Hyderabad,Bangalore,2024-07-29,14:00,747,1080,69.2,15,1,59,0,0,1
TR103,R2,Mumbai,Delhi,2024-07-29,15:00,1113,720,154.58,10,2,16,0,0,0
TR882,R3,Chennai,Kolkata,2024-07-29,10:00,969,1152,84.11,16,3,30,0,0,1
TR451,R4,Delhi,Jaipur,2024-07-29,19:00,704,792,89.0,11,1,54,0,0,0
TR644,R5,Pune,Hyderabad,2024-07-29,15:00,652,792,82.39,11,5,55,0,0,0
TR706,R6,Ahmedabad,Mumbai,2024-07-29,20:30,763,1008,75.75,14,1,21,0,0,0
TR428,R7,Lucknow,Delhi,2024-07-29,14:30,527,792,66.55,11,4,47,0,0,0
TR768,R8,Bangalore,Chennai,2024-07-29,5:00,1299,1224,106.16,17,2,11,0,0,1
TR817,R9,Patna,Kolkata,2024-07-29,10:30,790,1152,68.58,16,3,41,0,0,0
TR420,R10,Nagpur,Mumbai,2024-07-29,9:00,848,1152,73.62,16,4,54,0,0,1
TR130,R1,Hyderabad,Bangalore,2024-07-30,17:30,669,1224,54.7,17,2,16,0,0,1
TR423,R2,Mumbai,Delhi,2024-07-30,18:30,1485,936,158.65,13,1,39,0,0,1
TR334,R3,Chennai,Kolkata,2024-07-30,17:00,925,1008,91.82,14,3,26,0,0,1
TR132,R4,Delhi,Jaipur,2024-07-30,17:30,529,1224,43.23,17,2,12,0,0,0
TR382,R5,Pune,Hyderabad,2024-07-30,13:00,750,936,80.13,13,4,11,0,0,0
TR427,R6,Ahmedabad,Mumbai,2024-07-30,20:30,502,936,53.69,13,5,18,0,0,0
TR143,R7,Lucknow,Delhi,2024-07-30,13:00,784,864,90.75,12,3,56,0,0,0
TR811,R8,Bangalore,Chennai,2024-07-30,23:30,603,1224,49.3,17,4,17,0,0,0
TR571,R9,Patna,Kolkata,2024-07-30,20:30,1030,864,119.28,12,5,3,0,1,0
TR306,R10,Nagpur,Mumbai,2024-07-30,12:00,976,1080,90.42,15,3,31,0,0,1
TR956,R1,Hyderabad,Bangalore,2024-07-31,6:30,931,720,129.35,10,1,44,0,0,0
TR345,R2,Mumbai,Delhi,2024-07-31,20:30,942,864,109.03,12,3,5,0,0,0
TR469,R3,Chennai,Kolkata,2024-07-31,18:00,642,936,68.65,13,2,56,0,0,1
TR772,R4,Delhi,Jaipur,2024-07-31,7:00,1024,1152,88.92,16,4,13,0,0,1
TR479,R5,Pune,Hyderabad,2024-07-31,8:00,886,936,94.68,13,2,3,0,0,0
TR947,R6,Ahmedabad,Mumbai,2024-07-31,6:00,629,720,87.45,10,1,7,0,0,1
TR237,R7,Lucknow,Delhi,2024-07-31,13:00,1098,864,127.08,12,2,31,0,0,1
TR978,R8,Bangalore,Chennai,2024-07-31,5:00,796,1224,65.07,17,5,37,0,0,0
TR377,R9,Patna,Kolkata,2024-07-31,7:00,612,1080,56.74,15,2,52,0,0,0
TR947,R10,Nagpur,Mumbai,2024-07-31,6:30,500,1080,46.38,15,3,44,0,0,0
TR394,R1,Hyderabad,Bangalore,2024-08-01,6:00,1015,1080,94.04,15,4,15,0,0,1
TR162,R2,Mumbai,Delhi,2024-08-01,11:30,1002,1224,81.89,17,5,37,0,1,0
TR877,R3,Chennai,Kolkata,2024-08-01,19:00,969,1080,89.72,15,2,7,0,0,1
TR454,R4,Delhi,Jaipur,2024-08-01,16:30,803,1080,74.35,15,5,5,0,0,1
TR595,R5,Pune,Hyderabad,2024-08-01,9:30,909,792,114.79,11,4,34,0,1,1
TR525,R6,Ahmedabad,Mumbai,2024-08-01,12:30,813,936,86.91,13,2,58,0,0,0
TR738,R7,Lucknow,Delhi,2024-08-01,11:30,777,1152,67.5,16,5,58,0,0,1
TR346,R8,Bangalore,Chennai,2024-08-01,6:00,1262,1080,116.88,15,1,4,0,0,1
TR621,R9,Patna,Kolkata,2024-08-01,5:00,777,1152,67.51,16,1,24,0,0,0
TR780,R10,Nagpur,Mumbai,2024-08-01,15:00,900,792,113.68,11,4,20,0,0,1
TR233,R1,Hyderabad,Bangalore,2024-08-02,9:30,784,1152,68.13,16,4,38,0,0,1
TR637,R2,Mumbai,Delhi,2024-08-02,10:30,1180,1008,117.11,14,5,12,0,0,0
TR351,R3,Chennai,Kolkata,2024-08-02,5:30,710,792,89.66,11,3,41,0,0,1
TR324,R4,Delhi,Jaipur,2024-08-02,14:30,835,1008,82.87,14,3,51,0,0,1
TR225,R5,Pune,Hyderabad,2024-08-02,16:30,828,936,88.46,13,4,53,0,0,0
TR170,R6,Ahmedabad,Mumbai,2024-08-02,17:00,901,1008,89.44,14,3,14,0,0,0
TR225,R7,Lucknow,Delhi,2024-08-02,12:00,806,792,101.82,11,1,23,0,0,0
TR548,R8,Bangalore,Chennai,2024-08-02,15:00,883,864,102.23,12,5,49,0,0,0
TR839,R9,Patna,Kolkata,2024-08-02,19:30,698,1080,64.68,15,5,22,0,0,1
TR510,R10,Nagpur,Mumbai,2024-08-02,17:00,954,864,110.44,12,1,7,0,0,1
TR158,R1,Hyderabad,Bangalore,2024-08-03,14:00,716,1008,71.04,14,2,58,1,0,0
TR921,R2,Mumbai,Delhi,2024-08-03,11:30,1271,936,135.87,13,1,48,1,0,1
TR906,R3,Chennai,Kolkata,2024-08-03,21:30,846,1152,73.5,16,2,15,1,0,0
TR443,R4,Delhi,Jaipur,2024-08-03,8:00,476,792,60.15,11,4,53,1,0,0
TR363,R5,Pune,Hyderabad,2024-08-03,8:00,1027,1008,101.93,14,3,38,1,0,0
TR135,R6,Ahmedabad,Mumbai,2024-08-03,15:30,614,1008,60.99,14,3,49,1,0,0
TR656,R7,Lucknow,Delhi,2024-08-03,23:00,917,792,115.82,11,2,29,1,0,0
TR306,R8,Bangalore,Chennai,2024-08-03,6:00,1217,1008,120.78,14,1,42,1,0,1
TR815,R9,Patna,Kolkata,2024-08-03,16:30,813,1224,66.46,17,1,20,1,0,1
TR620,R10,Nagpur,Mumbai,2024-08-03,15:30,572,1224,46.74,17,3,16,1,0,0
